trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,timepoint,travel_time_sec,distance_m,speed_kmph,hour,minute,stop_lat,stop_lon,stop_name,arrival_sec,next_arrival_sec,hour_of_day,service_id,direction_id,traffic_label
4128,0 days 08:07:39,0 days 08:07:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,7,28.685289,76.993584,Ghevra Metro station,29259.0,29443.0,8.0,weekday,,Light
4129,0 days 08:17:39,0 days 08:17:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,17,28.685289,76.993584,Ghevra Metro station,29859.0,30043.0,8.0,weekday,,Light
4130,0 days 08:27:39,0 days 08:27:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,27,28.685289,76.993584,Ghevra Metro station,30459.0,30643.0,8.0,weekday,,Light
4131,0 days 08:37:39,0 days 08:37:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,37,28.685289,76.993584,Ghevra Metro station,31059.0,31243.0,8.0,weekday,,Light
4132,0 days 08:47:39,0 days 08:47:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,47,28.685289,76.993584,Ghevra Metro station,31659.0,31843.0,8.0,weekday,,Light
4133,0 days 08:56:39,0 days 08:56:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,8,56,28.685289,76.993584,Ghevra Metro station,32199.0,32383.0,8.0,weekday,,Light
4134,0 days 09:05:39,0 days 09:05:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,5,28.685289,76.993584,Ghevra Metro station,32739.0,32923.0,9.0,weekday,,Light
4135,0 days 09:14:39,0 days 09:14:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,14,28.685289,76.993584,Ghevra Metro station,33279.0,33463.0,9.0,weekday,,Light
4136,0 days 09:23:39,0 days 09:23:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,23,28.685289,76.993584,Ghevra Metro station,33819.0,34003.0,9.0,weekday,,Light
4137,0 days 09:32:39,0 days 09:32:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,32,28.685289,76.993584,Ghevra Metro station,34359.0,34543.0,9.0,weekday,,Light
4138,0 days 09:41:39,0 days 09:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,41,28.685289,76.993584,Ghevra Metro station,34899.0,35083.0,9.0,weekday,,Light
4139,0 days 09:50:39,0 days 09:50:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,50,28.685289,76.993584,Ghevra Metro station,35439.0,35623.0,9.0,weekday,,Light
4140,0 days 09:59:39,0 days 09:59:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,9,59,28.685289,76.993584,Ghevra Metro station,35979.0,36163.0,9.0,weekday,,Light
4141,0 days 10:08:39,0 days 10:08:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,8,28.685289,76.993584,Ghevra Metro station,36519.0,36703.0,10.0,weekday,,Light
4142,0 days 10:17:39,0 days 10:17:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,17,28.685289,76.993584,Ghevra Metro station,37059.0,37243.0,10.0,weekday,,Light
4143,0 days 10:26:39,0 days 10:26:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,26,28.685289,76.993584,Ghevra Metro station,37599.0,37783.0,10.0,weekday,,Light
4144,0 days 10:35:39,0 days 10:35:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,35,28.685289,76.993584,Ghevra Metro station,38139.0,38323.0,10.0,weekday,,Light
4145,0 days 10:44:39,0 days 10:44:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,44,28.685289,76.993584,Ghevra Metro station,38679.0,38863.0,10.0,weekday,,Light
4146,0 days 10:53:39,0 days 10:53:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,10,53,28.685289,76.993584,Ghevra Metro station,39219.0,39403.0,10.0,weekday,,Light
4147,0 days 11:02:39,0 days 11:02:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,2,28.685289,76.993584,Ghevra Metro station,39759.0,39943.0,11.0,weekday,,Light
4148,0 days 11:11:39,0 days 11:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,11,28.685289,76.993584,Ghevra Metro station,40299.0,40483.0,11.0,weekday,,Light
4149,0 days 11:20:39,0 days 11:20:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,20,28.685289,76.993584,Ghevra Metro station,40839.0,41023.0,11.0,weekday,,Light
4150,0 days 11:29:39,0 days 11:29:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,29,28.685289,76.993584,Ghevra Metro station,41379.0,41563.0,11.0,weekday,,Light
4151,0 days 11:38:39,0 days 11:38:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,38,28.685289,76.993584,Ghevra Metro station,41919.0,42103.0,11.0,weekday,,Light
4152,0 days 11:47:39,0 days 11:47:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,47,28.685289,76.993584,Ghevra Metro station,42459.0,42643.0,11.0,weekday,,Light
4153,0 days 11:56:39,0 days 11:56:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,11,56,28.685289,76.993584,Ghevra Metro station,42999.0,43183.0,11.0,weekday,,Light
4154,0 days 12:05:39,0 days 12:05:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,5,28.685289,76.993584,Ghevra Metro station,43539.0,43723.0,12.0,weekday,,Light
4155,0 days 12:14:39,0 days 12:14:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,14,28.685289,76.993584,Ghevra Metro station,44079.0,44263.0,12.0,weekday,,Light
4156,0 days 12:23:39,0 days 12:23:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,23,28.685289,76.993584,Ghevra Metro station,44619.0,44803.0,12.0,weekday,,Light
4157,0 days 12:32:39,0 days 12:32:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,32,28.685289,76.993584,Ghevra Metro station,45159.0,45343.0,12.0,weekday,,Light
4158,0 days 12:41:39,0 days 12:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,41,28.685289,76.993584,Ghevra Metro station,45699.0,45883.0,12.0,weekday,,Light
4159,0 days 12:51:39,0 days 12:51:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,12,51,28.685289,76.993584,Ghevra Metro station,46299.0,46483.0,12.0,weekday,,Light
4160,0 days 13:01:39,0 days 13:01:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,1,28.685289,76.993584,Ghevra Metro station,46899.0,47083.0,13.0,weekday,,Light
4161,0 days 13:11:39,0 days 13:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,11,28.685289,76.993584,Ghevra Metro station,47499.0,47683.0,13.0,weekday,,Light
4162,0 days 13:21:39,0 days 13:21:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,21,28.685289,76.993584,Ghevra Metro station,48099.0,48283.0,13.0,weekday,,Light
4163,0 days 13:31:39,0 days 13:31:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,31,28.685289,76.993584,Ghevra Metro station,48699.0,48883.0,13.0,weekday,,Light
4164,0 days 13:41:39,0 days 13:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,41,28.685289,76.993584,Ghevra Metro station,49299.0,49483.0,13.0,weekday,,Light
4165,0 days 13:51:39,0 days 13:51:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,13,51,28.685289,76.993584,Ghevra Metro station,49899.0,50083.0,13.0,weekday,,Light
4166,0 days 14:01:39,0 days 14:01:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,1,28.685289,76.993584,Ghevra Metro station,50499.0,50683.0,14.0,weekday,,Light
4167,0 days 14:11:39,0 days 14:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,11,28.685289,76.993584,Ghevra Metro station,51099.0,51283.0,14.0,weekday,,Light
4168,0 days 14:21:39,0 days 14:21:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,21,28.685289,76.993584,Ghevra Metro station,51699.0,51883.0,14.0,weekday,,Light
4169,0 days 14:31:39,0 days 14:31:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,31,28.685289,76.993584,Ghevra Metro station,52299.0,52483.0,14.0,weekday,,Light
4170,0 days 14:41:39,0 days 14:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,41,28.685289,76.993584,Ghevra Metro station,52899.0,53083.0,14.0,weekday,,Light
4171,0 days 14:51:39,0 days 14:51:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,14,51,28.685289,76.993584,Ghevra Metro station,53499.0,53683.0,14.0,weekday,,Light
4172,0 days 15:01:39,0 days 15:01:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,1,28.685289,76.993584,Ghevra Metro station,54099.0,54283.0,15.0,weekday,,Light
4173,0 days 15:11:39,0 days 15:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,11,28.685289,76.993584,Ghevra Metro station,54699.0,54883.0,15.0,weekday,,Light
4174,0 days 15:21:39,0 days 15:21:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,21,28.685289,76.993584,Ghevra Metro station,55299.0,55483.0,15.0,weekday,,Light
4175,0 days 15:31:39,0 days 15:31:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,31,28.685289,76.993584,Ghevra Metro station,55899.0,56083.0,15.0,weekday,,Light
4176,0 days 15:41:39,0 days 15:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,41,28.685289,76.993584,Ghevra Metro station,56499.0,56683.0,15.0,weekday,,Light
4177,0 days 15:51:39,0 days 15:51:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,15,51,28.685289,76.993584,Ghevra Metro station,57099.0,57283.0,15.0,weekday,,Light
4178,0 days 16:01:39,0 days 16:01:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,1,28.685289,76.993584,Ghevra Metro station,57699.0,57883.0,16.0,weekday,,Light
4179,0 days 16:11:39,0 days 16:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,11,28.685289,76.993584,Ghevra Metro station,58299.0,58483.0,16.0,weekday,,Light
4180,0 days 16:21:39,0 days 16:21:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,21,28.685289,76.993584,Ghevra Metro station,58899.0,59083.0,16.0,weekday,,Light
4181,0 days 16:31:39,0 days 16:31:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,31,28.685289,76.993584,Ghevra Metro station,59499.0,59683.0,16.0,weekday,,Light
4182,0 days 16:41:39,0 days 16:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,41,28.685289,76.993584,Ghevra Metro station,60099.0,60283.0,16.0,weekday,,Light
4183,0 days 16:51:39,0 days 16:51:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,16,51,28.685289,76.993584,Ghevra Metro station,60699.0,60883.0,16.0,weekday,,Light
4184,0 days 17:01:39,0 days 17:01:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,1,28.685289,76.993584,Ghevra Metro station,61299.0,61483.0,17.0,weekday,,Light
4185,0 days 17:11:39,0 days 17:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,11,28.685289,76.993584,Ghevra Metro station,61899.0,62083.0,17.0,weekday,,Light
4186,0 days 17:21:39,0 days 17:21:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,21,28.685289,76.993584,Ghevra Metro station,62499.0,62683.0,17.0,weekday,,Light
4187,0 days 17:31:39,0 days 17:31:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,31,28.685289,76.993584,Ghevra Metro station,63099.0,63283.0,17.0,weekday,,Light
4188,0 days 17:41:39,0 days 17:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,41,28.685289,76.993584,Ghevra Metro station,63699.0,63883.0,17.0,weekday,,Light
4189,0 days 17:50:39,0 days 17:50:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,50,28.685289,76.993584,Ghevra Metro station,64239.0,64423.0,17.0,weekday,,Light
4190,0 days 17:59:39,0 days 17:59:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,17,59,28.685289,76.993584,Ghevra Metro station,64779.0,64963.0,17.0,weekday,,Light
4191,0 days 18:08:39,0 days 18:08:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,8,28.685289,76.993584,Ghevra Metro station,65319.0,65503.0,18.0,weekday,,Light
4192,0 days 18:17:39,0 days 18:17:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,17,28.685289,76.993584,Ghevra Metro station,65859.0,66043.0,18.0,weekday,,Light
4193,0 days 18:26:39,0 days 18:26:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,26,28.685289,76.993584,Ghevra Metro station,66399.0,66583.0,18.0,weekday,,Light
4194,0 days 18:35:39,0 days 18:35:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,35,28.685289,76.993584,Ghevra Metro station,66939.0,67123.0,18.0,weekday,,Light
4195,0 days 18:44:39,0 days 18:44:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,44,28.685289,76.993584,Ghevra Metro station,67479.0,67663.0,18.0,weekday,,Light
4196,0 days 18:53:39,0 days 18:53:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,18,53,28.685289,76.993584,Ghevra Metro station,68019.0,68203.0,18.0,weekday,,Light
4197,0 days 19:02:39,0 days 19:02:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,2,28.685289,76.993584,Ghevra Metro station,68559.0,68743.0,19.0,weekday,,Light
4198,0 days 19:11:39,0 days 19:11:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,11,28.685289,76.993584,Ghevra Metro station,69099.0,69283.0,19.0,weekday,,Light
4199,0 days 19:20:39,0 days 19:20:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,20,28.685289,76.993584,Ghevra Metro station,69639.0,69823.0,19.0,weekday,,Light
4200,0 days 19:29:39,0 days 19:29:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,29,28.685289,76.993584,Ghevra Metro station,70179.0,70363.0,19.0,weekday,,Light
4201,0 days 19:38:39,0 days 19:38:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,38,28.685289,76.993584,Ghevra Metro station,70719.0,70903.0,19.0,weekday,,Light
4202,0 days 19:47:39,0 days 19:47:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,47,28.685289,76.993584,Ghevra Metro station,71259.0,71443.0,19.0,weekday,,Light
4203,0 days 19:56:39,0 days 19:56:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,19,56,28.685289,76.993584,Ghevra Metro station,71799.0,71983.0,19.0,weekday,,Light
4204,0 days 20:05:39,0 days 20:05:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,5,28.685289,76.993584,Ghevra Metro station,72339.0,72523.0,20.0,weekday,,Light
4205,0 days 20:14:39,0 days 20:14:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,14,28.685289,76.993584,Ghevra Metro station,72879.0,73063.0,20.0,weekday,,Light
4206,0 days 20:23:39,0 days 20:23:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,23,28.685289,76.993584,Ghevra Metro station,73419.0,73603.0,20.0,weekday,,Light
4207,0 days 20:32:39,0 days 20:32:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,32,28.685289,76.993584,Ghevra Metro station,73959.0,74143.0,20.0,weekday,,Light
4208,0 days 20:41:39,0 days 20:41:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,41,28.685289,76.993584,Ghevra Metro station,74499.0,74683.0,20.0,weekday,,Light
4209,0 days 20:50:39,0 days 20:50:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,50,28.685289,76.993584,Ghevra Metro station,75039.0,75223.0,20.0,weekday,,Light
4210,0 days 20:59:39,0 days 20:59:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,20,59,28.685289,76.993584,Ghevra Metro station,75579.0,75763.0,20.0,weekday,,Light
4211,0 days 21:08:39,0 days 21:08:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,8,28.685289,76.993584,Ghevra Metro station,76119.0,76303.0,21.0,weekday,,Light
4212,0 days 21:17:39,0 days 21:17:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,17,28.685289,76.993584,Ghevra Metro station,76659.0,76843.0,21.0,weekday,,Light
4213,0 days 21:26:39,0 days 21:26:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,26,28.685289,76.993584,Ghevra Metro station,77199.0,77383.0,21.0,weekday,,Light
4214,0 days 21:35:39,0 days 21:35:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,35,28.685289,76.993584,Ghevra Metro station,77739.0,77923.0,21.0,weekday,,Light
4215,0 days 21:44:39,0 days 21:44:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,44,28.685289,76.993584,Ghevra Metro station,78279.0,78463.0,21.0,weekday,,Light
4216,0 days 21:54:39,0 days 21:54:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,21,54,28.685289,76.993584,Ghevra Metro station,78879.0,79063.0,21.0,weekday,,Light
4217,0 days 22:04:39,0 days 22:04:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,4,28.685289,76.993584,Ghevra Metro station,79479.0,79663.0,22.0,weekday,,Light
4218,0 days 22:14:39,0 days 22:14:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,14,28.685289,76.993584,Ghevra Metro station,80079.0,80263.0,22.0,weekday,,Light
4219,0 days 22:24:39,0 days 22:24:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,24,28.685289,76.993584,Ghevra Metro station,80679.0,80863.0,22.0,weekday,,Light
4220,0 days 22:34:39,0 days 22:34:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,34,28.685289,76.993584,Ghevra Metro station,81279.0,81463.0,22.0,weekday,,Light
4221,0 days 22:44:39,0 days 22:44:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,44,28.685289,76.993584,Ghevra Metro station,81879.0,82063.0,22.0,weekday,,Light
4222,0 days 22:54:39,0 days 22:54:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,22,54,28.685289,76.993584,Ghevra Metro station,82479.0,82663.0,22.0,weekday,,Light
4223,0 days 23:04:39,0 days 23:04:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,23,4,28.685289,76.993584,Ghevra Metro station,83079.0,83263.0,23.0,weekday,,Light
4224,0 days 23:14:39,0 days 23:14:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,23,14,28.685289,76.993584,Ghevra Metro station,83679.0,83863.0,23.0,weekday,,Light
4225,0 days 23:24:39,0 days 23:24:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,23,24,28.685289,76.993584,Ghevra Metro station,84279.0,84463.0,23.0,weekday,,Light
4226,0 days 23:34:39,0 days 23:34:59,197,16,19792.729,1,184.0,403.6470000000008,72.52591335595943,23,34,28.685289,76.993584,Ghevra Metro station,84879.0,85063.0,23.0,weekday,,Light
4440,0 days 06:35:04,0 days 06:35:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,6,35,28.685289,76.993584,Ghevra Metro station,23704.0,23888.0,6.0,weekday,,Light
4441,0 days 06:45:04,0 days 06:45:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,6,45,28.685289,76.993584,Ghevra Metro station,24304.0,24488.0,6.0,weekday,,Light
4442,0 days 06:55:04,0 days 06:55:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,6,55,28.685289,76.993584,Ghevra Metro station,24904.0,25088.0,6.0,weekday,,Light
4443,0 days 07:05:04,0 days 07:05:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,5,28.685289,76.993584,Ghevra Metro station,25504.0,25688.0,7.0,weekday,,Light
4444,0 days 07:15:04,0 days 07:15:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,15,28.685289,76.993584,Ghevra Metro station,26104.0,26288.0,7.0,weekday,,Light
4445,0 days 07:25:04,0 days 07:25:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,25,28.685289,76.993584,Ghevra Metro station,26704.0,26888.0,7.0,weekday,,Light
4446,0 days 07:35:04,0 days 07:35:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,35,28.685289,76.993584,Ghevra Metro station,27304.0,27488.0,7.0,weekday,,Light
4447,0 days 07:45:04,0 days 07:45:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,45,28.685289,76.993584,Ghevra Metro station,27904.0,28088.0,7.0,weekday,,Light
4448,0 days 07:55:04,0 days 07:55:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,7,55,28.685289,76.993584,Ghevra Metro station,28504.0,28688.0,7.0,weekday,,Light
4449,0 days 08:05:04,0 days 08:05:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,5,28.685289,76.993584,Ghevra Metro station,29104.0,29288.0,8.0,weekday,,Light
4450,0 days 08:15:04,0 days 08:15:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,15,28.685289,76.993584,Ghevra Metro station,29704.0,29888.0,8.0,weekday,,Light
4451,0 days 08:25:04,0 days 08:25:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,25,28.685289,76.993584,Ghevra Metro station,30304.0,30488.0,8.0,weekday,,Light
4452,0 days 08:35:04,0 days 08:35:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,35,28.685289,76.993584,Ghevra Metro station,30904.0,31088.0,8.0,weekday,,Light
4453,0 days 08:45:04,0 days 08:45:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,45,28.685289,76.993584,Ghevra Metro station,31504.0,31688.0,8.0,weekday,,Light
4454,0 days 08:54:04,0 days 08:54:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,8,54,28.685289,76.993584,Ghevra Metro station,32044.0,32228.0,8.0,weekday,,Light
4455,0 days 09:03:04,0 days 09:03:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,3,28.685289,76.993584,Ghevra Metro station,32584.0,32768.0,9.0,weekday,,Light
4456,0 days 09:12:04,0 days 09:12:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,12,28.685289,76.993584,Ghevra Metro station,33124.0,33308.0,9.0,weekday,,Light
4457,0 days 09:21:04,0 days 09:21:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,21,28.685289,76.993584,Ghevra Metro station,33664.0,33848.0,9.0,weekday,,Light
4458,0 days 09:30:04,0 days 09:30:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,30,28.685289,76.993584,Ghevra Metro station,34204.0,34388.0,9.0,weekday,,Light
4459,0 days 09:39:04,0 days 09:39:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,39,28.685289,76.993584,Ghevra Metro station,34744.0,34928.0,9.0,weekday,,Light
4460,0 days 09:48:04,0 days 09:48:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,48,28.685289,76.993584,Ghevra Metro station,35284.0,35468.0,9.0,weekday,,Light
4461,0 days 09:57:04,0 days 09:57:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,9,57,28.685289,76.993584,Ghevra Metro station,35824.0,36008.0,9.0,weekday,,Light
4462,0 days 10:06:04,0 days 10:06:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,6,28.685289,76.993584,Ghevra Metro station,36364.0,36548.0,10.0,weekday,,Light
4463,0 days 10:15:04,0 days 10:15:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,15,28.685289,76.993584,Ghevra Metro station,36904.0,37088.0,10.0,weekday,,Light
4464,0 days 10:24:04,0 days 10:24:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,24,28.685289,76.993584,Ghevra Metro station,37444.0,37628.0,10.0,weekday,,Light
4465,0 days 10:33:04,0 days 10:33:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,33,28.685289,76.993584,Ghevra Metro station,37984.0,38168.0,10.0,weekday,,Light
4466,0 days 10:42:04,0 days 10:42:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,42,28.685289,76.993584,Ghevra Metro station,38524.0,38708.0,10.0,weekday,,Light
4467,0 days 10:51:04,0 days 10:51:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,10,51,28.685289,76.993584,Ghevra Metro station,39064.0,39248.0,10.0,weekday,,Light
4468,0 days 11:00:04,0 days 11:00:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,0,28.685289,76.993584,Ghevra Metro station,39604.0,39788.0,11.0,weekday,,Light
4469,0 days 11:09:04,0 days 11:09:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,9,28.685289,76.993584,Ghevra Metro station,40144.0,40328.0,11.0,weekday,,Light
4470,0 days 11:18:04,0 days 11:18:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,18,28.685289,76.993584,Ghevra Metro station,40684.0,40868.0,11.0,weekday,,Light
4471,0 days 11:27:04,0 days 11:27:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,27,28.685289,76.993584,Ghevra Metro station,41224.0,41408.0,11.0,weekday,,Light
4472,0 days 11:36:04,0 days 11:36:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,36,28.685289,76.993584,Ghevra Metro station,41764.0,41948.0,11.0,weekday,,Light
4473,0 days 11:45:04,0 days 11:45:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,45,28.685289,76.993584,Ghevra Metro station,42304.0,42488.0,11.0,weekday,,Light
4474,0 days 11:54:04,0 days 11:54:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,11,54,28.685289,76.993584,Ghevra Metro station,42844.0,43028.0,11.0,weekday,,Light
4475,0 days 12:03:04,0 days 12:03:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,12,3,28.685289,76.993584,Ghevra Metro station,43384.0,43568.0,12.0,weekday,,Light
4476,0 days 12:12:04,0 days 12:12:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,12,12,28.685289,76.993584,Ghevra Metro station,43924.0,44108.0,12.0,weekday,,Light
4477,0 days 12:21:04,0 days 12:21:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,12,21,28.685289,76.993584,Ghevra Metro station,44464.0,44648.0,12.0,weekday,,Light
4478,0 days 12:30:04,0 days 12:30:24,197,15,18272.764,1,184.0,403.6470000000008,72.52591335595943,12,30,28.685289,76.993584,Ghevra Metro station,45004.0,45188.0,12.0,weekday,,Light
